alim_grp_code;alim_grp_nom;alim_code;alim_nom;energie_kcal;eau_g_100g;prot_g_100g;gluc_g_100g;lipi_g_100g;sucr_g_100g;fibr_g_100g
04;viandes, œufs, poissons;26071;Thon à l'huile, appertisé, égoutté;208;61,2;25,9;1,03;11;0,11;0,75
04;viandes, œufs, poissons;26072;Bar commun ou loup, cru, sans précision;82,5;78,1;19,1;0;0,7;0;0
04;viandes, œufs, poissons;26073;Raie, cuite au court0bouillon;97,8;73,7;23,2;0;0,57;0;0
04;viandes, œufs, poissons;26074;Roussette ou petite roussette ou saumonette, crue;97,8;75,2;23,3;0;0,5;0;0
04;viandes, œufs, poissons;26075;Bar ou loup de l'Atlantique, cru;89,9;79,6;16,6;0;2,61;0;0
04;viandes, œufs, poissons;26076;Thon germon ou thon blanc, cru;121;69,5;27,2;0;1,37;0;0
04;viandes, œufs, poissons;26077;Thon germon ou thon blanc, cuit à la vapeur sous pression;166;64;30;0;5,06;0;0
04;viandes, œufs, poissons;26079;Anchois commun, cru;129;71,8;18,6;0;6,07;0;0
04;viandes, œufs, poissons;26080;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;93,2;78,6;18,1;0;2,31;0;0
04;viandes, œufs, poissons;26081;Lotte ou baudroie, grillée/poêlée;98,2;75;23;0;0,68;0;0
04;viandes, œufs, poissons;26082;Espadon, cru;130;0;18,9;0;5,97;0;0
04;viandes, œufs, poissons;26083;Éperlan, cru;85,4;79,5;17,5;0;1,7;0;0
04;viandes, œufs, poissons;26084;Cardine franche, crue;93,4;0;19,9;0;1,53;0;0
04;viandes, œufs, poissons;26085;Rouget0barbet de roche, cru;158;70,6;18,4;0;9,37;0;0
04;viandes, œufs, poissons;26086;Maquereau, filet sauce tomate, appertisé, égoutté;227;61,9;17,7;1,94;16,3;0,94;1,02
04;viandes, œufs, poissons;26087;Maquereau, fumé;298;55,7;19,8;0;24,3;0;0
04;viandes, œufs, poissons;26088;Dorade royale ou daurade ou vraie daurade, crue, élevage;129;72,5;20,9;0;5,1;0;0
04;viandes, œufs, poissons;26090;Haddock (fumé) ou églefin fumé;100;76,1;23,5;0;0,73;0;0
04;viandes, œufs, poissons;26091;Mulet, cru;113;75,5;20,1;0;3,62;0;0
04;viandes, œufs, poissons;26092;Truite de mer, crue;111;74,5;19,6;0;3,63;0;0
04;viandes, œufs, poissons;26093;Espadon, rôti/cuit au four;266;52,9;28,7;0;16,9;0;0
04;viandes, œufs, poissons;26094;Turbot, rôti/cuit au four;118;72,7;21,3;0;3,64;0;0
04;viandes, œufs, poissons;26095;Merlan, cru;79,3;79,3;18,8;0;0,47;0;0
04;viandes, œufs, poissons;26096;Maquereau, filet sauce moutarde, appertisé, égoutté;217;61,7;20,8;1,09;14,2;0,8;0,58
04;viandes, œufs, poissons;26097;Maquereau, filet au vin blanc, appertisé, égoutté;207;64,4;17,8;2,25;14,1;0,5;0
04;viandes, œufs, poissons;26098;Morue, salée, sèche;206;35,2;47,6;0;1,67;0;0
04;viandes, œufs, poissons;26099;Dorade grise, ou daurade grise, ou griset, crue;130;72,9;20,5;0;5,27;0;1
04;viandes, œufs, poissons;26100;Bogue, crue;90;78,5;17,9;0;2,03;0;0
04;viandes, œufs, poissons;26101;Bonite, crue;161;70;22,3;0;8,01;0;0
04;viandes, œufs, poissons;26102;Maquereau espagnol ou maquereau blanc ou billard, cru;135;71,8;22,1;0;5,15;0;0
04;viandes, œufs, poissons;26103;Denté, cru;99,3;78,1;17;0;3,5;0;0
04;viandes, œufs, poissons;26104;Saint0Pierre, cru;86,7;77,8;19,9;0;0,8;0;0
04;viandes, œufs, poissons;26106;Grondin, cru;94;75;19;0;2;0;0
04;viandes, œufs, poissons;26107;Corb, cru;87,2;78;20;0;0,8;0;0
04;viandes, œufs, poissons;26108;Capelan, cru;90;78,6;18,7;0;1,71;0;0
04;viandes, œufs, poissons;26109;Dorade rose, ou daurade rose, crue;102;0;21;0;2;0;0
04;viandes, œufs, poissons;26110;Rouget0barbet de roche, vapeur;143;69,6;24,1;0;5,2;0;0
04;viandes, œufs, poissons;26111;Saupe, crue;94,5;78;18;0;2,5;0;0
04;viandes, œufs, poissons;26113;Chinchard, cru;116;78;19;0;4,42;0;0
04;viandes, œufs, poissons;26119;Saumon, appertisé, égoutté;180;68,5;20,5;1,5;10,2;0;0
04;viandes, œufs, poissons;26120;Merlu, cuit à l'étouffée;112;74,4;21,2;0;3;0;0
04;viandes, œufs, poissons;26122;Églefin, cru;72,3;80,4;17,3;0;0,35;0;0
04;viandes, œufs, poissons;26123;Maquereau, au naturel, appertisé, égoutté;189;65,7;21,6;0;11,4;0;0
04;viandes, œufs, poissons;26124;Merlan, pané;190;62,6;12,6;13;9,57;1,7;0,9
04;viandes, œufs, poissons;26126;Églefin, grillé/poêlé;84,9;79,7;20;0;0,55;0;0
04;viandes, œufs, poissons;26127;Congre, cru;115;73,2;18,3;0;4,6;0;0
04;viandes, œufs, poissons;26128;Grenadier (de roche), cru;68,9;82,7;15,4;0;0,81;0;0
04;viandes, œufs, poissons;26129;Lieu jaune ou colin, cru;75,5;80,8;17,7;0;0,51;0;0
04;viandes, œufs, poissons;26130;Julienne ou Lingue, crue;80,8;79,3;19,2;0;0,44;0;0
04;viandes, œufs, poissons;26132;Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru;90,1;79,6;18,6;0;1,73;0;0
04;viandes, œufs, poissons;26133;Tacaud, cru;81,6;78,9;19,7;0;0,33;0;0
04;viandes, œufs, poissons;26134;Lieu noir, cru;82,5;79,4;18,8;0;0,8;0;0
04;viandes, œufs, poissons;26135;Limande0sole, crue;80,6;80;17;0;1,4;0;0
04;viandes, œufs, poissons;26136;Sardine, grillée;194;64;25,1;0;10,4;0;0
01;entrées et plats composés;26140;Poisson cuit (aliment moyen);143;69,4;23,4;0;5,48;0;0
04;viandes, œufs, poissons;26141;Foie de morue, cru;619;26,8;5;0;66,6;0;0
04;viandes, œufs, poissons;26142;Foie de morue, appertisé, égoutté;433;45,7;7,25;1,1;44,4;0;0
04;viandes, œufs, poissons;26146;Vivaneau, cru;94,1;78;20,5;0;1,34;0;0
04;viandes, œufs, poissons;26147;Vivaneau, cuit;121;71,7;26,3;0;1,72;0;0
04;viandes, œufs, poissons;26148;Rascasse, cuite à la vapeur;126;71,7;24,6;0;3,1;0;0
04;viandes, œufs, poissons;26150;Lavaret, cru;113;75;19,1;0;4,08;0;0
04;viandes, œufs, poissons;26152;Lieu ou colin d'Alaska, fumé;81,3;0;18,3;0;0,9;0;0
04;viandes, œufs, poissons;26153;Sabre, cru;125;74,8;18;0;5,9;0;0
04;viandes, œufs, poissons;26154;Flétan du Groënland ou flétan noir ou flétan commun, cru;168;72,3;13,5;0;12,7;0;0
04;viandes, œufs, poissons;26157;Carangue, cru;104;0;19,9;0;2,7;0;0
04;viandes, œufs, poissons;26159;Coulirou, cru;70,9;0;17,5;0;0,1;0;0
04;viandes, œufs, poissons;26161;Saumon, cru, sauvage;166;68,4;21;0;9,17;0;0
04;viandes, œufs, poissons;26162;Requin, cru;109;73,6;20,8;0;2,91;0;0
04;viandes, œufs, poissons;26166;Orphie commune, crue;133;70,1;20;0;5,91;0;0
04;viandes, œufs, poissons;26168;Lompe, crue;168;74,6;10;0;14,2;0;0
04;viandes, œufs, poissons;26170;Brème, cru;104;77;16,9;0;4;0;0
04;viandes, œufs, poissons;26171;Omble chevalier, cru;103;77,6;19,8;0;2,7;0;0
04;viandes, œufs, poissons;26172;Loup tacheté, cru;108;78,2;16,3;0;4,8;0;0
04;viandes, œufs, poissons;26173;Sprat, cru;186;66,7;19,8;0;11,9;0;0
04;viandes, œufs, poissons;26174;Turbot, cru;85,5;79,2;17,9;0;1,55;0;0
04;viandes, œufs, poissons;26175;Corégone lavaret, cru;115;74;21,9;0;3;0;0
04;viandes, œufs, poissons;26177;Anchois au sel (anchoité, semi0conserve);128;0;25;0;3,1;0;0
04;viandes, œufs, poissons;26178;Mérou, cru;82,3;78,6;18,6;0;0,86;0;0
04;viandes, œufs, poissons;26179;Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;192;59,3;31,3;1,01;6,95;0;0
04;viandes, œufs, poissons;26181;Thon albacore ou thon jaune, au naturel, appertisé, égoutté;129;68,5;26,6;0,9;1,98;0,094;1,5
04;viandes, œufs, poissons;26186;Maquereau, mariné;185;66,6;16,3;0;13,3;0;0
04;viandes, œufs, poissons;26187;Anchois commun, mariné;136;60,2;23,9;2,7;3,26;0;0
04;viandes, œufs, poissons;26194;Lingue bleue ou Lingue, crue;79,6;79,6;18,9;0;0,44;0;0
04;viandes, œufs, poissons;26200;Sole tropicale ou Sole langue, crue;68,2;82,3;15,7;0;0,58;0;0
04;viandes, œufs, poissons;26201;Turbot d'élevage, cru;109;76,5;18,3;0;3,94;0;0
04;viandes, œufs, poissons;26204;Plie commune, crue;88,6;77,7;20;0;0,94;0;0
04;viandes, œufs, poissons;26205;Bar commun ou loup (Méditerranée), cru, sauvage;97,9;76,8;20,1;0;1,94;0;0
04;viandes, œufs, poissons;26206;Bar commun ou loup (Méditerranée), cru, élevage;124;72,8;21,4;0;4,25;0;0
04;viandes, œufs, poissons;26210;Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue;89,5;78,4;18,8;0;1,6;0;0
04;viandes, œufs, poissons;26211;Saumon, cuit au micro0ondes, élevage;200;63;24,2;0;11,4;0;0
04;viandes, œufs, poissons;26213;Hoki, tout lieu de pêche, cru;92,3;78,7;17,8;0;2,36;0;0
04;viandes, œufs, poissons;26214;Grenadier bleu ou hoki de Nouvelle0Zélande, cru;75,5;82,8;15,6;0;1,46;0;0
04;viandes, œufs, poissons;26217;Saumon, bouilli/cuit à l'eau, élevage;193;63,4;25;0;10,3;0;0
04;viandes, œufs, poissons;26219;Grondin perlon, cru;97,4;76,3;20,3;0;1,79;0;0
04;viandes, œufs, poissons;26222;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;121;71;22,9;0;3,3;0;0
04;viandes, œufs, poissons;26229;Saumon, grillé/poêlé;223;60,1;25,5;0;13,5;0;0
04;viandes, œufs, poissons;26230;Saumon, élevage, rôti/cuit au four;210;62,2;22,1;0;13,5;0;0
04;viandes, œufs, poissons;26231;Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;213;61,4;21,5;0,62;13,9;0;0
04;viandes, œufs, poissons;26232;Hareng fumé, à l'huile;168;65,3;15,1;2;11;0;0
04;viandes, œufs, poissons;26233;Merlu blanc du Cap, surgelé, cru;78;0;16,1;0;1,52;0;0
04;viandes, œufs, poissons;26234;Julienne ou Lingue, cuite;105;73,9;24,5;0;0,82;0;0
04;viandes, œufs, poissons;26235;Chinchard maigre, cru;96,7;77,4;18,7;0;2,42;0;0
04;viandes, œufs, poissons;26236;Chinchard gras, cru;147;71,7;19,6;0;7,66;0;0
04;viandes, œufs, poissons;26237;Hareng maigre, cru;111;76,2;18,3;0;4,22;0;0
04;viandes, œufs, poissons;26238;Hareng gras, cru;172;68,3;18,7;0;10,8;0;0
04;viandes, œufs, poissons;26239;Surimi, fourré au fromage;149;72,3;6,6;9,24;9,3;2,8;1
04;viandes, œufs, poissons;26240;Joëls (petits poissons entiers) pour friture, crus;88,9;0;17,5;0;2,1;0;0
04;viandes, œufs, poissons;26241;Empereur, filet, sans peau, cru;73,5;0;15;0;1,5;0;0
04;viandes, œufs, poissons;26242;Miettes de thon à la tomate, appertisées;130;0;14,6;4,33;5,93;3,33;0,58
04;viandes, œufs, poissons;26243;Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé;142;0;10,8;5,05;8,6;2,93;1,5
04;viandes, œufs, poissons;26244;Rouget0barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…);96,7;0;16,3;0;3,5;0;0
04;viandes, œufs, poissons;26245;Miettes de thon à l'huile, appertisées;213;0;24,3;0,1;12,5;0,25;3
04;viandes, œufs, poissons;26247;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;173;68,8;17,3;0;11,6;0;0
04;viandes, œufs, poissons;26248;Sole, poêlée;96,7;75,6;23,6;0;0,5;0;0
01;entrées et plats composés;26249;Poisson blanc, cuit (aliment moyen);106;74,2;22;0;2,06;0;0
01;entrées et plats composés;26250;Poisson blanc, de mer, cuit (aliment moyen);105;74,2;22;0;1,9;0;0
01;entrées et plats composés;26256;Ficelle picarde;151;0;8,6;11,9;7,5;2,7;0,6
01;entrées et plats composés;26259;Salade de chou ou Coleslaw, avec sauce, préemballée;105;80,4;0,94;5,78;8,1;4,72;3
03;produits céréaliers;26264;Gnocchi à la pomme de terre, cru;176;0;4,66;35;1,42;3,18;2,2
03;produits céréaliers;26265;Gnocchi à la semoule, cru;200;0;6,2;37;2,6;9,9;1,9
01;entrées et plats composés;26266;Croissant au jambon fromage;258;0;8,92;22;14,5;2,77;2
01;entrées et plats composés;26267;Tarte épinard chèvre;244;51,7;7,08;22,2;13,6;3;2,05
01;entrées et plats composés;26268;Tielle sétoise;306;39,4;8,15;30,9;16;5,05;2,95
01;entrées et plats composés;26269;Taboulé ou Salade de couscous au poulet, préemballé;0;62,6;6,4;20,6;7,45;2,48;2,02
01;entrées et plats composés;26270;Pizza au thon;220;0;10,8;23,3;8,78;3,47;2,2
01;entrées et plats composés;26271;Pizza kebab;211;0;9,4;26,6;7,01;3,04;1,85
01;entrées et plats composés;26272;Pizza au poulet;215;48,3;9,95;27,5;6,68;2,96;2,32
01;entrées et plats composés;26273;Pizza type raclette ou tartiflette;276;0;11,8;27,5;12,7;2,77;2,4
01;entrées et plats composés;26274;Pizza au speck ou jambon cru;240;47;12,2;25,7;9,43;3,47;1,6
04;viandes, œufs, poissons;26275;Oeufs de saumon, semi0conserve;224;49;30,8;1,5;10,5;0,2;0
04;viandes, œufs, poissons;26999;Anguille, cuite (aliment moyen);213;60,7;22,1;0;13,8;0;0
04;viandes, œufs, poissons;27000;Anguille, rôtie/cuite au four;229;59,3;23,6;0;15;0;0
04;viandes, œufs, poissons;27001;Anguille, bouillie/cuite à l'eau;197;62;20,5;0;12,7;0;0
04;viandes, œufs, poissons;27002;Brochet, rôti/cuit au four;100;74,7;23,1;0;0,88;0;0
04;viandes, œufs, poissons;27003;Carpe, crue, élevage;114;77,3;17,7;0;4,76;0;0
04;viandes, œufs, poissons;27004;Carpe, rôtie/cuite au four;151;69,6;21,6;0;7,17;0;0
04;viandes, œufs, poissons;27005;Perche, rôtie/cuite au four;119;73,7;22,1;0;3,42;0;0
04;viandes, œufs, poissons;27006;Truite, rôtie/cuite au four;183;63,4;26,6;0;8,47;0;0
04;viandes, œufs, poissons;27007;Truite, cuite à la vapeur;99,4;75;19;0;2,6;0;0
04;viandes, œufs, poissons;27008;Truite d'élevage, crue;133;73,9;19,3;0;6,22;0;0
04;viandes, œufs, poissons;27009;Truite arc en ciel, crue, élevage;132;74;19;0;6,24;0;0
04;viandes, œufs, poissons;27010;Perche, crue;82,2;79,7;17,9;0;1,19;0;0
04;viandes, œufs, poissons;27011;Brochet, cru;83,7;79,1;18,8;0;0,94;0;0
04;viandes, œufs, poissons;27012;Esturgeon, cru;123;74,5;17,7;0;5,84;0;0
04;viandes, œufs, poissons;27014;Truite arc en ciel, élevage, rôtie/cuite au four;143;71;21,5;0;6,33;0;0
04;viandes, œufs, poissons;27015;Truite arc en ciel, élevage, cuite à la vapeur;117;75;20;0;4,14;0;0
04;viandes, œufs, poissons;27016;Anguille, crue;232;62,1;16,1;0;18,6;0;0
04;viandes, œufs, poissons;27017;Pangasius ou Poisson0chat, cru;65,2;83,8;13,5;0;1,27;0;0
04;viandes, œufs, poissons;27018;Panga, Pangasius, ou poisson0chat du Mékong, filet, cuit;79;80,6;17,5;0;1;0;0
04;viandes, œufs, poissons;27019;Tilapia, cru;91,6;78,5;18,1;0;2,13;0;0
04;viandes, œufs, poissons;27021;Truite saumonée, crue;143;74,2;19,2;0;7,4;0;0
04;viandes, œufs, poissons;27023;Lotte de rivière, crue;77;80,6;17,8;0;0,66;0;0
04;viandes, œufs, poissons;27024;Sandre, cru;82,9;78,4;18,3;0;1,08;0;0
04;viandes, œufs, poissons;27025;Perche du Nil, crue;82,4;79;19,1;0;0,68;0;0
04;viandes, œufs, poissons;27029;Truite d'élevage, fumée;180;61,7;23,4;0,69;9,27;0;0
04;viandes, œufs, poissons;27030;Bar commun ou loup, rôti/cuit au four;147;69,1;22,2;0;6,51;0;0
04;viandes, œufs, poissons;28001;Porc, épaule, crue;178;69,6;18,9;0,38;11,2;0;0
04;viandes, œufs, poissons;28002;Porc, poitrine, crue;253;59,8;17;0;20,5;0;0
04;viandes, œufs, poissons;28003;Porc, longe, crue;175;67,7;20,8;0,75;9,89;0;0
04;viandes, œufs, poissons;28004;Porc, jarret, cru;187;67,7;19,9;0;12;0;0
04;viandes, œufs, poissons;28007;Porc, longe, cuite;240;57,5;27,1;0;14,7;0;0
04;viandes, œufs, poissons;28010;Porc, épaule, cuite;253;54,7;30;0;14,8;0;0
04;viandes, œufs, poissons;28100;Porc, côte, crue;164;69,5;19,8;0,38;9,3;0;0
04;viandes, œufs, poissons;28101;Porc, côte, grillée;242;60,4;25,9;0;15,4;0;0
04;viandes, œufs, poissons;28102;Porc, rouelle de jambon, crue;149;71,2;20,2;0;7,56;0;0
04;viandes, œufs, poissons;28103;Porc, rouelle de jambon, cuite;266;48,6;36,9;0;13,1;0;0
04;viandes, œufs, poissons;28104;Porc, carré, cru;146;70,3;22,7;0,4;5,94;0;0
04;viandes, œufs, poissons;28105;Porc, carré, cuit;206;57,5;34,1;0,6;7,45;0;0
04;viandes, œufs, poissons;28201;Porc, filet, maigre, cru;117;74,4;21,2;0;3,6;0;0
04;viandes, œufs, poissons;28202;Porc, filet, maigre, en rôti, cuit;198;59,7;28,3;0;9,39;0;0
04;viandes, œufs, poissons;28203;Porc, filet mignon, cuit;168;0;26,1;0;7,1;0;0
04;viandes, œufs, poissons;28204;Porc, filet mignon, cru;123;74,9;21,2;0,4;4,09;0;0
04;viandes, œufs, poissons;28205;Porc, viande, cuite (aliment moyen);214;59,8;28;0,24;11,3;0;0
04;viandes, œufs, poissons;28300;Porc, rôti, cru;153;70,1;22,3;0,5;6,86;0;0
04;viandes, œufs, poissons;28301;Porc, rôti, cuit;163;63,8;30,5;0,65;4,31;0;0
04;viandes, œufs, poissons;28302;Porc, échine, crue;198;63;18;0,1;14;0;0
04;viandes, œufs, poissons;28400;Porc, travers, cru;237;61,9;18;0,6;18;0;0
04;viandes, œufs, poissons;28401;Porc, travers, braisé;333;49,4;23,1;0,13;26,6;0;0
04;viandes, œufs, poissons;28451;Porc, échine, rôtie/cuite au four;295;51,5;26,2;0,1;21,2;0;0
04;viandes, œufs, poissons;28460;Porc, escalope de jambon, crue;129;74,4;21,5;0;4,76;0;0
04;viandes, œufs, poissons;28461;Porc, escalope de jambon, cuite;200;0;36;0;6,2;0;0
04;viandes, œufs, poissons;28470;Porc, bardière découennée, crue;744;16,1;4,51;0,1;80,6;0,1;0
04;viandes, œufs, poissons;28471;Porc, gorge, découennée, crue;475;40,3;11,6;0,14;47,5;0,14;0
04;viandes, œufs, poissons;28472;Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru;187;68,7;18,9;0,23;12,3;0,23;0
04;viandes, œufs, poissons;28473;Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru;141;72,3;20,9;0,28;6,3;0,28;0
04;viandes, œufs, poissons;28474;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru;148;72,2;20,2;0,28;7,31;0,28;0
04;viandes, œufs, poissons;28475;Porc, maigre 90/10, cru;212;64,6;18,8;0,24;15,1;0,24;0
04;viandes, œufs, poissons;28476;Porc, maigre 80/20, cru;293;60,1;17,3;0,26;24,7;0,26;0
04;viandes, œufs, poissons;28477;Porc, palette, découennée, dégraisssée, désossée, crue;174;70,4;19,9;0,25;10,4;0,25;0
04;viandes, œufs, poissons;28478;Porc, couenne, crue;256;53,6;35;0,1;12,9;0,1;0
04;viandes, œufs, poissons;28479;Porc, poitrine cutter, sans mouille, crue;323;55,9;15,9;0,22;28,7;0,22;0
04;viandes, œufs, poissons;28480;Porc, rôti filet avec chaînette, cru;146;70,4;22,3;0,37;6,2;0,37;0
04;viandes, œufs, poissons;28501;Lardon nature, cru;270;56,9;16,6;1,01;22,1;0,78;0,38
04;viandes, œufs, poissons;28502;Poitrine de porc, fumée, crue;303;53,9;15,6;0,79;26,1;0,75;1
04;viandes, œufs, poissons;28503;Bresaola;175;57,1;31,6;2,35;4,3;0;0
04;viandes, œufs, poissons;28504;Lardon nature, cuit;324;48,2;23,8;2;24,5;0;0
04;viandes, œufs, poissons;28505;Corned0beef, appertisé;188;63,4;23,1;0,1;10,5;0,2;1,5
04;viandes, œufs, poissons;28530;Oreille de porc demi0sel;228;61,3;22,5;0,6;15,1;0;0
04;viandes, œufs, poissons;28540;Pied de porc demi0sel;137;75;11,6;0,01;10;0;0
04;viandes, œufs, poissons;28550;Poitrine de porc demi0sel;265;56,5;16,8;0,12;22;0,12;0
04;viandes, œufs, poissons;28700;Jambon de porc à cuire ou Jambon à rôtir/cuire au four;161;70,1;19,9;0;9,08;0;0
04;viandes, œufs, poissons;28720;Lardon fumé, cru;272;55,7;16,7;0,35;22,6;0,35;0,34
04;viandes, œufs, poissons;28725;Lardon fumé, cuit;277;54,6;14,7;4,8;22,1;0,9;0
04;viandes, œufs, poissons;28727;Filet de bacon;118;70,1;23,1;0,7;2,6;0,2;0
04;viandes, œufs, poissons;28800;Jambon cru;225;50,1;25,9;0,76;13,2;0,75;0
04;viandes, œufs, poissons;28801;Jambon cru, fumé;246;55,8;24,2;0,98;16,1;0,53;0
04;viandes, œufs, poissons;28802;Jambon sec, découenné, dégraissé;192;56,2;26,3;0,3;9,5;0,3;0
04;viandes, œufs, poissons;28803;Jambon cuit, fumé;135;73,2;20;0,79;5,8;0,62;0,1
04;viandes, œufs, poissons;28804;Jambon cru, fumé, allégé en matière grasse;142;63,9;27,7;0,1;3,4;0;0
04;viandes, œufs, poissons;28811;Jambon de Bayonne;228;48,6;28;0,63;12,6;0,5;0
04;viandes, œufs, poissons;28812;Jambon sec;230;53,2;28,7;0,48;12,6;0,33;0
04;viandes, œufs, poissons;28844;Jambon sec de Parme;248;52,2;27,2;0,3;15,4;0,3;0
04;viandes, œufs, poissons;28845;Jambon sec Serrano;235;54,1;30,4;0,76;12,3;0,36;0
04;viandes, œufs, poissons;28850;Coppa;284;0;25;1;20;0,5;0
04;viandes, œufs, poissons;28858;Pancetta ou Poitrine roulée sèche;342;43,9;20,2;0,75;28,8;0,43;0
04;viandes, œufs, poissons;28860;Viande des Grisons;207;49,5;38,9;0,56;5,47;0,56;0
04;viandes, œufs, poissons;28900;Jambon cuit, supérieur;125;73,3;20,8;0,81;4,28;0,77;0,15
04;viandes, œufs, poissons;28901;Jambon cuit, supérieur, avec couenne;137;72,2;20,2;0,91;5,82;0,77;0,33
04;viandes, œufs, poissons;28902;Jambon cuit, supérieur, découenné;117;73;20,5;0,77;3,52;0,76;0,05
04;viandes, œufs, poissons;28905;Jambon à l'os braisé;238;58,4;21,6;0,3;16,8;0;0
04;viandes, œufs, poissons;28906;Jambon cuit, supérieur, découenné dégraissé;119;72,8;20,3;1,03;3,66;0,82;0,32
04;viandes, œufs, poissons;28907;Jambon cuit, supérieur, à teneur réduite en sel;121;0;20,8;0,74;3,83;0,74;0,42
04;viandes, œufs, poissons;28910;Jambon cuit, choix;125;72,3;19,5;1,7;4,5;1,7;0,08
04;viandes, œufs, poissons;28911;Épaule de porc, cuite, choix, découennée dégraissée;121;71,7;18;1,93;4,5;1,35;0,5
04;viandes, œufs, poissons;28912;Jambon cuit, choix, avec couenne;137;71,5;19,4;0,55;6,3;0,2;0
04;viandes, œufs, poissons;28913;Jambon cuit, choix, découenné dégraissé;114;72,1;19,6;1,61;3,24;1,32;0,15
04;viandes, œufs, poissons;28917;Rond de jambon cuit;182;66;20,3;1,4;10,6;0;0
04;viandes, œufs, poissons;28922;Dés, allumettes, râpé ou haché de jambon;121;0;17,9;2,08;4,46;1,69;0,36
04;viandes, œufs, poissons;28924;Épaule de porc, cuite, standard, découennée dégraissée;123;71,8;13,7;3,58;5,98;0;0
04;viandes, œufs, poissons;28925;Jambon cuit, de Paris, découenné dégraissé;115;0;20;1,08;3,42;0;0
04;viandes, œufs, poissons;28927;Haché de volaille;137;0;17,7;3,5;5,68;1,4;0,63
04;viandes, œufs, poissons;28929;Dés, allumettes, râpé ou haché de jambon de volaille;132;0;18;1,58;5,88;1,25;0,5
04;viandes, œufs, poissons;28960;Jambonneau, cuit;162;65,5;23,2;0,4;7,52;0,4;0
04;viandes, œufs, poissons;28963;Jambon de poulet ou Blanc de poulet en tranche;106;74,3;20,7;1,39;1,79;1,13;0,53
04;viandes, œufs, poissons;28964;Jambon de dinde ou Blanc de dinde en tranche;104;74;20,9;1,29;1,67;1,08;0,39
04;viandes, œufs, poissons;28976;Rôti de volaille en salaison, cuit;110;0;22;1,28;1,73;0,97;0,44
06;boissons;29209;Boisson au soja et jus de fruits concentrés;56,2;0;2,3;9,5;1;5,8;0
04;viandes, œufs, poissons;30005;Chipolata, cuite;307;0;19;0,8;25,3;0,8;0
04;viandes, œufs, poissons;30011;Saucisse de Toulouse, cuite;278;54,9;18,8;1;22,1;0,6;0
04;viandes, œufs, poissons;30050;Chair à saucisse, crue;323;54,2;14,7;0,6;29,1;0;0
04;viandes, œufs, poissons;30051;Chair à saucisse, pur porc, crue;273;59,2;15,4;5,25;21,2;0;0
04;viandes, œufs, poissons;30052;Chair à saucisse, porc et bœuf, crue;309;53,8;11,8;4,4;26,5;0;2,6
04;viandes, œufs, poissons;30104;Saucisse de Morteau;397;43,7;16;1;36,6;0,5;0
04;viandes, œufs, poissons;30105;Saucisse de Montbéliard;319;50,5;17,3;1;27,3;0,75;0
04;viandes, œufs, poissons;30108;Saucisse de Morteau, bouillie/cuite à l'eau;323;49,6;15,2;0;29,1;0;0
04;viandes, œufs, poissons;30110;Saucisse de Toulouse, crue;327;56,2;13,2;1;30;1;0
04;viandes, œufs, poissons;30115;Chipolata, crue;253;62,2;15,8;1;20,6;0,32;0,4
04;viandes, œufs, poissons;30118;Saucisse suisse à cuire;323;51,3;15;0,59;29;0;0
04;viandes, œufs, poissons;30125;Saucisse alsacienne fumée ou Gendarme;300;49,5;19;0;24,9;0;0
04;viandes, œufs, poissons;30130;Saucisse de volaille, façon charcutière;231;59,8;16,8;1,19;17,7;0,9;0
04;viandes, œufs, poissons;30131;Saucisse de volaille, type Knack;256;0;12,8;1,82;21,9;1,52;0,28
04;viandes, œufs, poissons;30134;Saucisse de Francfort;271;56,7;13,7;1,24;23,4;1;0,5
04;viandes, œufs, poissons;30150;Merguez, crue;316;56,2;13,5;2,5;28;2;0
04;viandes, œufs, poissons;30152;Merguez, pur bœuf, crue;436;39,8;11;0;43,5;0;0
04;viandes, œufs, poissons;30153;Merguez, porc et bœuf, crue;415;42,5;11,5;0;41;0;0
04;viandes, œufs, poissons;30154;Merguez, bœuf, mouton et porc, crue;358;51,7;14,6;0;33,3;0;0
04;viandes, œufs, poissons;30155;Merguez, boeuf et mouton, cuite;283;54,8;19,8;1,8;21,8;1,6;0
04;viandes, œufs, poissons;30156;Merguez, boeuf et mouton, crue;315;0;14;2,8;27,6;0;0
04;viandes, œufs, poissons;30176;Saucisse de foie;374;50,7;11,7;0,9;35,9;0,9;0,3
04;viandes, œufs, poissons;30177;Diot, cru;342;0;18;0;30;0;0
04;viandes, œufs, poissons;30300;Saucisson sec;418;30;24,2;2,41;34,5;1,2;0,73
